date,BR13,BR12,G16/BR11,BL15/BR10,R05/BR09,BR08,BR07,BR06,BR05,BR04,BR03,BR02,BR01,BR14,BR15,BR16,BR17,BR18,BR19,BR20,BR21,BR22,BR23,BL23/BR24,G03A,G01,G02,G03,G04,G05,G06,G07,G08,O05/G09,R08/G10,G11,O04,O03,O02,O01,R09,R10/BL12,R11/G14,R12,O11/R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R22A,R23,R24,R25,R26,R27,R28,BL01,BL02,BL03,BL04,BL05,BL06,BL07,BL08,BL09,BL10,G12/BL11,BL13,O07/BL14,BL16,BL17,BL18,BL19,BL20,BL21,BL22,R02,R03,R04,R06,G13,O08/G15,G17,G18,G19,O19,O18,O17,O16,O15,O14,O13,O12,O10,O09,O06/R07,O54,O53,O52,O51,O50,O21,O20
2016/6/3,12956,34675,78963,107258,51751,33039,24571,8220,6456,31838,4472,8464,15113,20941,23269,38104,31612,11604,17395,6424,19304,17575,9943,83446,4842,22681,23873,33985,44038,34883,19471,62351,41028,70258,65975,21262,74414,55292,52626,43780,54021,310719,80208,47350,51788,53903,74510,61306,48647,27260,64061,15724,17806,37947,11948,7156,5983,27291,20127,14744,80112,14196,24144,14168,42787,42208,59257,78316,84266,53224,55781,146371,48432,68308,86246,48542,126257,41883,35910,32579,28223,21908,69758,36827,14734,16528,79784,42651,45523,44863,26718,22820,9944,9187,9526,19807,18984,25986,36589,56907,52228,24760,24816,24923,24572,23682,18479,17935
2016/6/4,12411,29459,68944,116665,46717,27604,22188,7910,6083,29226,4209,8048,19324,18050,25943,27013,26182,11687,16691,7052,15605,16431,8235,68438,4944,23289,22337,31424,38290,33928,18500,66140,40815,62174,68675,15644,71143,51146,48350,41407,37824,324965,85352,43532,46235,55042,80594,63634,47682,23135,58122,13712,14081,36008,12070,6611,3980,19617,18937,13512,85338,13986,22891,13807,41812,34997,59677,82352,78569,51210,57861,163423,45028,67080,88523,47464,132262,39123,34334,28518,26539,21673,67258,33266,17870,15546,70277,40503,42028,43060,19970,23394,9706,8365,9279,18893,18813,25146,33441,53462,54390,23372,24543,24294,23513,23196,18023,17043
2016/6/5,10235,17857,37566,93024,29297,20435,14725,7193,4134,20096,2958,5341,13876,13049,19643,9994,12424,6683,12322,5331,9841,11044,3569,30589,4162,18849,17329,23249,28072,29769,15432,66014,33255,46447,46235,8150,53741,38011,35689,31168,23900,327678,67469,27735,34663,43557,60487,48942,36321,15592,46761,10660,10020,26949,10216,5492,4372,15953,15119,10485,79760,10436,18743,10423,30968,23729,46933,69673,59659,36857,49173,140687,29720,59720,68480,34946,98613,28726,25838,17493,17342,13282,43749,20661,15851,10665,32469,35150,27501,28530,15533,19873,8426,4452,6426,13581,14880,18255,22913,34688,42801,18214,17130,18441,17717,18129,13539,13516
2016/6/6,11907,31864,74010,92262,47940,31115,22922,7971,6043,29700,4450,7900,9771,20072,19598,35562,29728,10166,15601,5762,16779,15445,9097,54028,4271,20879,22657,32021,40689,32072,18231,53965,36435,66418,57874,19849,71560,51679,49689,41633,51242,277134,68639,45281,48612,48841,64340,54931,44774,25598,60919,14719,17415,33978,9945,6548,5801,26394,19122,13936,69712,13588,22664,13400,40231,40232,53281,72797,80077,50428,52076,125587,42916,61522,74242,40875,110513,38470,32740,30085,24436,19692,51094,33239,13336,15208,75995,43111,43508,42264,25814,21535,8928,8925,8757,18607,18037,24102,33427,54359,46816,23789,23638,23792,24032,22897,17297,17011
2016/6/7,12487,32130,76975,96092,48517,30934,23335,8009,6106,30273,4445,7824,13025,20488,20006,35975,31084,10445,15988,6022,16742,16535,8924,55752,4272,21770,23500,32271,42141,32951,18486,56191,37987,67540,62497,19544,72251,53129,50689,42271,52440,281304,71216,45443,49456,50692,66879,57795,46713,26197,61864,15121,17684,35619,10212,6699,5862,27504,19620,14367,72765,14078,23120,13333,40993,41196,54880,73858,82181,51304,53715,129065,45055,65172,78143,42510,110125,40091,33558,30012,25344,20531,50938,33531,13998,15407,75602,43606,43920,43876,26626,22030,9159,8785,9125,19024,18186,24479,32711,56161,47025,23936,24170,23454,23942,23365,17440,16845
2016/6/8,14005,32874,76928,103172,49106,32934,23608,8420,6251,31990,4600,8566,13601,21687,23088,36217,31866,11156,16961,6632,17748,17242,9113,56938,4636,22564,25019,34977,44146,35136,19280,61529,40111,69118,64536,20258,74132,54421,52877,44326,51733,356174,76047,47193,50518,54601,74180,61620,51063,26921,64526,15610,17511,37385,10523,6946,6105,27829,20359,15409,81976,15423,25218,14675,43457,41346,58443,86948,85258,53626,54943,148377,47464,68242,83078,44154,123240,41699,34479,32401,26822,21726,57308,35456,14815,16101,78146,44108,44801,44934,27852,23098,9562,8991,9490,19384,18872,25960,35191,56312,49786,24996,25101,24874,24625,24023,18944,18101
2016/6/9,10428,15089,29820,84289,19435,14248,12703,6261,3221,13767,2617,4537,14309,10415,18308,8311,9752,5391,10579,4340,8177,9691,2812,26967,3932,17873,14307,19666,20819,20490,12834,42146,26459,34509,33270,5495,47794,34652,31061,28622,16590,298763,54155,24812,25593,39099,57676,41159,29531,13095,35280,9163,8583,22781,9808,4635,3193,13621,14461,12884,75300,9339,15006,9216,25586,18998,38247,63116,47533,30005,41021,137764,21264,41664,55532,27753,86190,22553,22229,14728,15183,11990,41018,18585,8704,8580,29136,16860,22809,27136,11319,28419,5838,3379,5539,10360,14067,15579,18960,27236,33948,16909,15394,15992,14413,16018,11188,10787
2016/6/10,10628,16702,35205,104170,23958,15767,14460,6343,3736,17282,3126,5825,21632,11922,21862,9376,11474,6702,12722,6147,9714,11119,3316,30345,4393,21004,16629,22522,24804,22467,13945,49526,30029,39094,38652,7410,55215,38552,36295,32759,31052,323516,67477,35569,30381,48128,72885,54291,35589,17445,44313,10659,10344,27469,13913,5456,4752,17435,18553,17173,102057,10970,18054,10926,30014,26638,46189,71648,55253,34548,49286,164612,19926,50387,69227,36576,102630,24105,25828,16550,18744,14982,55579,21873,13244,11446,33941,21394,26283,32452,12612,15244,6892,3864,6620,12436,15767,18248,21620,32719,38724,18500,18102,18844,17222,18905,12748,12748
2016/6/11,10217,17236,38579,102637,26182,16763,14464,6502,4307,17076,3281,5546,18218,12017,21653,9579,10958,6624,12984,6060,9971,11468,3388,30916,4913,20747,17006,23069,26030,23951,15186,52004,31254,42386,41652,9019,56700,39007,36289,32935,23254,330221,67018,33588,30817,49491,69052,51249,36176,16698,42270,10557,10114,26692,12700,5362,3455,16777,15316,10327,82777,11072,18962,11016,31159,25286,48490,73101,57853,36327,51105,163786,24303,53317,68270,37420,106375,25503,24923,16645,18142,14433,53831,22121,15938,11672,34480,28381,27075,33377,14037,16585,7260,4210,6870,12800,16153,18380,21833,32926,41659,19752,18515,18928,17518,18980,12990,12804
2016/6/12,11848,15844,32060,81620,22777,15822,13299,6365,4338,15389,2858,5186,16282,11395,21977,9416,11539,6652,11825,6097,9615,10874,3435,31030,3747,19556,16489,22070,24679,24550,14126,50442,28628,38434,43212,7489,52299,38035,33880,31353,22558,344622,57843,26597,32881,49293,65700,43597,40734,14178,40290,9700,9441,26290,10310,4816,3113,17980,14459,9997,81599,11005,18801,10597,31031,22876,44247,73863,54155,34215,45059,140031,21393,46595,54300,29871,89001,24873,22557,16124,16596,13711,45536,19183,16122,9655,28572,21428,24555,27248,14211,14925,6895,3798,6287,12164,14091,17363,20638,32889,36512,16598,17352,17771,16305,17828,12613,12584
2016/6/13,12970,30988,74627,86035,47099,30058,22796,7843,6147,29791,4369,8351,9398,20303,19604,36102,30455,10328,15803,5917,16771,15866,9036,54437,4220,21045,22707,31750,40203,32219,18025,53545,34795,65005,52554,19631,71423,51816,49639,41844,49945,277131,63468,44141,48305,48277,59599,52141,42870,25136,60726,15014,17285,33004,9418,6817,5694,25980,18742,13759,68251,13721,22079,13539,40890,40496,52819,73433,79828,49896,51594,121769,41422,59271,69850,39129,106900,37614,32020,29390,24621,19531,55659,33060,13227,15179,75440,38799,42888,40924,25445,21216,9233,8889,8972,18992,18177,24192,33233,54030,43626,23545,23546,23531,24077,23214,17294,16838
2016/6/14,11913,32089,76656,89531,47880,31424,23401,8154,6147,34505,4188,8385,9181,19870,20009,37024,31173,10378,15692,5701,17109,16203,9712,55712,4332,21219,23746,32644,39443,33030,18923,53654,35532,67579,55786,20164,72879,52792,50179,42282,50238,266355,68220,44628,47888,47384,58586,52773,44648,25453,59810,15192,17152,32147,9640,6813,5705,26623,18482,13423,62766,13492,22270,13501,41358,40984,54889,75222,82015,50848,48955,120612,44372,58777,73383,39674,107537,38423,32137,29544,24437,19026,50318,33746,12858,15551,76896,44344,43853,41788,25489,21108,8885,8893,8715,19133,18934,24431,34246,54401,44629,23993,23238,23678,24770,23462,16749,16735
2016/6/15,12307,31981,76294,96156,49102,31732,23394,8003,6254,30861,4432,9006,12998,20440,21729,36608,31180,10646,15930,6267,17155,16051,8966,60740,4254,22310,23735,32812,41627,32706,18528,56124,36976,68243,58828,19954,72278,53636,50945,43116,52438,275666,74456,46106,49442,50401,65759,56576,46295,25433,63163,14984,17756,35367,10159,6958,6109,26938,19602,14227,73470,13950,23297,13998,41918,41509,56516,74925,82629,52282,54017,129947,46444,60920,76896,41067,109033,39892,32786,30270,25126,20747,52591,34578,14629,15233,77127,44156,44131,43543,25467,22195,9376,8797,9082,19090,17961,24236,34309,55497,47343,24178,24427,23652,24362,23618,17607,17079
2016/6/16,12491,31712,75210,97057,48901,31018,23094,7861,6244,30113,4575,8385,13174,20603,21422,36440,30878,10376,15750,6351,16839,15952,9103,61740,4431,21709,22984,32384,41181,32894,18399,56140,37582,67242,58915,19642,71679,53119,50123,42319,51942,285297,75057,45672,49617,51657,69760,57179,45808,25609,63889,14843,17622,34669,10542,6809,5959,27002,19630,14197,74133,13732,22852,13474,41396,41607,55632,74756,81908,51574,53497,132887,46049,62785,78518,42506,115760,39536,33398,30924,25495,21074,57747,34598,14428,15190,77872,45119,43208,44048,25640,21565,9481,8885,8959,18334,18145,24297,34630,55705,48595,23746,24375,23768,23425,22933,17734,16692
2016/6/17,14382,34091,81823,111713,50727,33579,24828,8514,6359,32285,4594,8748,13559,21437,23643,37589,32225,11544,17197,6304,17707,17245,10365,63299,4828,22420,24236,34396,43941,34962,19713,60823,40001,70952,63781,20425,75635,54777,53185,44080,50676,351273,83490,47554,52136,55055,67676,60173,47782,26191,63824,15761,18009,36096,11638,7324,5974,28893,20133,14905,78533,14385,24127,14128,42748,41404,58841,86043,85986,53170,54441,148073,49247,71155,87243,48473,131079,41592,35255,31985,27710,20307,62223,36477,14615,16651,82160,53304,46143,43981,26776,23157,10212,9271,9385,19786,19451,26554,36553,58681,51658,25236,25035,25634,25057,24178,18636,17826
2016/6/18,10842,23000,49499,115488,36335,25261,18371,7374,5205,22211,3503,6210,13254,15079,26653,16768,17943,8505,15277,6289,12628,12873,4910,37764,4439,20379,19520,27411,33674,31526,17408,63404,41196,59579,50799,10590,66532,46780,43698,39110,29379,357741,83607,39598,37366,50646,72652,57623,41188,19262,52090,12196,11987,29558,14150,5864,4070,18545,18244,11206,79744,10843,21414,12497,35410,33591,57001,82413,69392,45480,52920,160578,35863,69726,80800,39152,112917,32583,31543,21025,20844,15836,57999,26769,16497,12659,44221,36977,32345,36926,28606,22957,10692,5496,8901,16253,18180,21965,28539,41032,49179,21544,21477,23800,21115,22091,15623,15798
2016/6/19,11217,18282,35764,92773,27430,18416,14761,6713,4487,18948,3127,5390,16286,12771,20551,10696,14237,7048,12399,6194,10260,11307,3985,30764,4066,19823,16754,23616,27390,28740,15244,54372,33899,43670,46133,8657,54432,39237,36639,33770,22635,330434,69723,29403,35599,45762,63191,46846,43549,15067,44232,10399,9950,26644,10914,5329,3309,15978,15506,9499,78090,10733,19049,10592,31155,24611,46560,72033,59112,37953,52227,141253,27549,59786,65212,35355,94762,26715,27672,17255,17592,15122,48462,20788,17881,10328,33027,21762,26214,29762,13979,16715,7759,4039,6913,13746,15502,19123,22413,37294,43321,20650,20437,19272,20752,18143,13657,13308
2016/6/20,12682,30658,73500,92339,45993,29046,22582,7823,6103,27882,4279,8457,10488,20270,20608,34827,29666,10269,15682,6028,16545,15830,8860,54912,4384,21149,22090,32024,40484,33180,17613,51689,35244,63725,56057,18833,69878,50848,49470,41433,50870,288756,69468,44507,47632,47489,62000,53367,44381,24809,60861,14414,17071,34080,9338,6714,5529,25571,18576,13955,69650,13657,22053,13512,40272,40044,53341,73784,78696,50260,52602,130372,43434,66055,73897,40599,111762,37752,32593,30263,24921,20088,51124,32724,13018,15048,74404,42667,42471,43115,24064,20825,9371,8482,8594,18364,17119,24018,32431,54039,45458,23165,23517,23083,23306,21966,17065,16539
2016/6/21,12797,31480,76159,97322,47691,30534,22932,7878,6263,29160,4497,8339,13592,20329,21410,35668,30514,10428,15919,6252,16605,16065,9243,58333,4412,21666,22450,32511,42180,32283,18398,53151,37048,66146,58339,19527,71459,51791,50530,42238,52255,284820,71510,45151,48454,50457,64748,56012,45824,25953,61975,14691,17498,34438,9902,6935,5660,26161,19560,14137,70408,13584,22636,13490,40607,40930,55148,74920,80999,51589,52730,132097,46384,67491,78135,42982,113254,39322,33409,30412,25502,20495,54302,34043,13805,15301,76658,43659,43134,42808,24701,21956,9647,8725,8705,18820,17669,23817,33484,54843,47327,23988,24070,23704,24141,22620,17146,17395
2016/6/22,12724,32749,77517,99306,48645,30811,23354,7963,6183,27460,4575,8668,13312,20224,21736,36003,31157,10713,16323,6533,17569,16332,9303,74821,4396,22170,23087,32805,41451,32293,18280,55179,38841,67294,58338,19799,71400,52844,50892,42329,51472,291184,74542,46197,48780,49921,65019,56387,48282,26166,62473,15076,17601,35112,10165,7113,5662,26440,19419,13841,70895,14730,23058,13807,41396,41086,55858,76129,81354,52083,54065,139232,47607,69311,80913,42731,116190,40228,33181,31200,26549,21270,59578,34667,14520,15808,78603,43910,44161,44064,23893,21996,9743,8703,8986,18814,17987,24256,33948,56016,48628,24026,24547,24225,24282,23114,17678,16981
2016/6/23,13407,32717,77778,102102,48555,31153,23464,8032,6291,26388,4538,8422,13273,20289,22454,36312,30613,10890,16196,6226,17462,16001,9292,77640,4477,21940,22811,32784,41783,32692,18169,56807,39605,67142,58573,19712,71237,52397,50501,42350,52223,297892,74915,45107,48852,49781,64930,56598,46100,25322,61301,14717,17320,34047,9823,6906,5723,25633,18973,13719,69094,13827,23019,13514,40550,41006,55558,75727,80929,51243,53205,139167,47287,71496,84166,44980,120705,39963,33335,30738,27067,21059,63444,33837,14459,15393,77687,44854,39273,44251,25565,22278,9503,8682,9246,18485,18159,24209,34931,56385,48894,24189,23804,23522,23730,22704,17658,16854
2016/6/24,15309,33995,86629,113676,49867,32994,24985,8256,6359,28718,4766,8825,14689,21040,25718,37478,31673,11483,17174,6441,18017,17000,9447,80044,4683,23563,24269,33954,44246,35261,19741,65801,43565,70876,62589,20002,75170,55122,52915,43835,52116,356124,84631,48038,51636,54642,73941,60281,48900,25786,62836,15576,17819,36536,10835,7019,5854,26090,19754,14219,74957,14544,25380,14656,42855,42486,60688,86241,86157,53842,55889,156941,49608,79379,93547,47539,134922,41398,35471,32555,28329,22263,69110,36151,15286,16811,82296,46405,46140,46855,27317,23723,10312,8809,9623,19466,19648,26452,36648,59133,52405,24926,24989,25106,24580,23996,19159,17891
2016/6/25,11507,23090,48921,113142,32511,22891,18682,7331,5263,20139,3617,6063,17437,15100,28769,15737,14851,8418,15151,6363,13759,13459,5053,62072,4241,22551,19533,26699,33842,30292,17628,73152,43877,55697,53507,10454,65118,45562,42941,37391,28890,360054,83108,39319,37390,50653,74835,56088,40414,19178,49932,12016,12019,29677,11600,6598,4069,16986,17728,11517,82378,11481,22026,12734,35311,32134,55789,82036,69031,43692,53826,166420,31749,78837,83831,39639,115719,31837,29429,20140,21768,17131,65856,26704,17405,13247,44475,36575,32792,38861,18927,19647,11642,4878,7956,18049,17961,21205,27606,46717,49781,23285,21109,22129,20529,21009,15732,15533
2016/6/26,11401,18005,36632,90885,24830,17685,14752,6449,4583,15866,2910,5388,14709,11447,23461,10516,11445,6765,12057,6523,9748,10790,3905,30986,3892,20045,16502,22122,25808,24910,15030,54884,34287,42863,44728,9313,52447,37644,34774,31454,22134,325439,68700,27536,33545,43627,62468,45898,41593,14585,40892,10430,9522,25472,10473,5329,3200,14475,14147,9975,75876,10612,17842,10087,29979,24182,46186,69283,55718,36065,47329,141228,27380,65749,65566,30464,99363,26029,24539,17297,18180,15305,48103,21161,16137,10352,31927,23037,26893,30331,13933,14731,10123,4034,6495,13211,14872,18123,22175,33853,42429,18099,18169,17849,16703,17217,12533,12612
2016/6/27,13111,30525,74640,95890,45543,28513,22395,7605,5974,26404,4361,8166,10229,16914,20033,32587,29170,9996,15589,5891,15258,15482,9193,53977,4198,22079,21589,31397,40470,29649,17908,53578,36412,63205,55979,17216,69157,50520,49096,40780,49710,304846,72056,45591,46502,46915,60806,51220,43729,24642,58346,14425,16851,33276,9514,6565,5341,21194,18241,13279,67321,13533,22090,13478,39780,38588,54026,74820,76140,50237,53646,137857,40259,69918,79078,42433,116715,37739,32854,29284,24572,21148,54186,32877,13499,15403,74667,44409,43161,43807,17076,20478,8799,8456,8470,17648,17562,23541,33413,54433,46990,23102,23172,22819,23002,22248,16345,16205
2016/6/28,12417,31583,76159,98367,47081,29239,23192,7820,6025,26672,4411,8208,12171,17731,21858,33848,30253,10188,15874,6220,15113,15535,9500,54175,4201,22213,21712,31286,41102,29580,18076,54933,36675,63709,58197,17300,68502,50323,49359,40740,51428,297043,73245,45900,46411,48239,62909,52768,44403,24897,57448,14610,16983,33486,9517,6444,5432,21178,18361,13231,62498,13276,22072,13057,39387,38179,54101,74830,76325,50109,51752,136175,41938,67659,79835,42626,115100,38844,32245,29659,25096,20276,55344,33119,13567,15299,66040,45382,43479,42550,16412,20229,9041,8652,8416,17813,18081,23133,33308,53395,47502,22747,23018,22670,22743,21862,15898,15854
2016/6/29,12382,32112,76965,102749,48713,30389,23345,8026,6042,26631,4339,8337,12046,17283,21982,33465,30827,10335,16216,6171,15735,16219,9426,55489,4490,22097,22619,32255,41989,30486,19318,56176,38030,66057,59620,17385,71665,53026,50950,42057,51371,302040,76907,47545,48053,49675,60463,53576,47743,25270,59837,15025,17291,33961,9374,6934,5571,21695,19007,13252,65293,13953,22870,13762,40971,39125,55787,79575,80046,52601,53500,141517,44047,70070,83150,45322,119729,40946,33491,30120,27019,20849,54744,34849,13762,15849,79100,46164,44679,42722,16979,20683,9062,8745,8948,18528,18325,23954,34484,56671,49684,24141,23937,24185,23661,22660,16651,16568
2016/6/30,13826,33531,79766,109020,49261,30139,24050,8216,6163,27468,4988,8493,13469,18024,25620,34388,31365,11459,17128,6691,16608,17566,9683,57483,4975,23440,23706,34673,43678,32257,19246,62255,39700,67726,63984,18055,75842,55828,52719,43219,51466,318888,80423,49656,49220,51706,71357,56698,47538,25461,62033,15356,14979,35089,10381,7407,5625,22417,19684,13819,72126,14830,23727,14163,43989,39739,60927,83848,82434,54339,55977,168301,45529,71519,89306,47306,126544,40451,34812,31236,28731,22308,60277,35785,15515,16156,80569,50666,46234,46647,17745,22829,9754,9027,9239,19242,21096,25031,35422,57646,52556,25279,25576,25058,24920,23897,17023,17822
2016/7/1,14315,34366,79214,115452,46970,30866,24560,8366,6151,27338,4652,7333,14656,17099,25445,34731,30348,11556,17153,7021,16384,16377,9384,58903,4827,22906,23924,33966,43490,30359,19464,62626,41444,68366,64942,16325,75348,56004,53325,43460,52627,358263,85978,48549,48972,51925,73090,56688,48579,24037,60668,15496,17754,34192,10248,7064,5465,21816,19468,13949,73609,14758,24458,14493,43159,39628,60967,89601,82943,53571,55877,164532,48244,79478,93049,50141,135356,39388,34758,31071,31715,22128,73639,37202,16565,16871,81965,45027,46793,47487,16123,21962,9913,9023,9208,18443,19277,24637,34828,60279,53464,24943,24762,24643,23586,24293,16990,16937
