date,BR13,BR12,G16/BR11,BL15/BR10,R05/BR09,BR08,BR07,BR06,BR05,BR04,BR03,BR02,BR01,BR14,BR15,BR16,BR17,BR18,BR19,BR20,BR21,BR22,BR23,BL23/BR24,G03A,G01,G02,G03,G04,G05,G06,G07,G08,O05/G09,R08/G10,G11,O04,O03,O02,O01,R09,R10/BL12,R11/G14,R12,O11/R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R22A,R23,R24,R25,R26,R27,R28,BL01,BL02,BL03,BL04,BL05,BL06,BL07,BL08,BL09,BL10,G12/BL11,BL13,O07/BL14,BL16,BL17,BL18,BL19,BL20,BL21,BL22,R02,R03,R04,R06,G13,O08/G15,G17,G18,G19,O19,O18,O17,O16,O15,O14,O13,O12,O10,O09,O06/R07,O54,O53,O52,O51,O50,O21,O20
2018/1/9,10376,33394,86548,90686,55664,33278,24756,8630,6510,31476,4596,9332,10263,21771,21189,39909,34697,11446,16858,5963,17188,17243,11422,55240,4934,22662,22978,34162,45464,35152,20165,53704,37908,68780,59098,23831,77535,55772,53623,44813,52593,263846,75009,46899,49745,51282,66340,56880,47056,27184,64443,15970,18460,36029,13520,7098,6326,27730,19593,14024,66559,16282,23314,14531,45028,46755,57375,77193,85041,53784,58482,134395,50088,65038,74841,44027,119634,43160,34811,30088,32710,21813,55948,37200,15016,22468,84390,51458,50752,48724,27530,22443,9851,10543,12531,22342,19994,26179,37676,61527,52265,26986,25984,25820,26262,25709,20273,18661
2018/1/10,10233,33002,83948,92992,54444,31885,24682,8429,6465,31464,4756,9360,13217,21728,23612,39341,34315,11482,17113,6808,17540,17398,10741,56839,4634,23448,23426,34531,44759,35232,19290,55319,38067,67495,60385,22891,77011,56473,52700,44685,52775,268111,76553,47477,50574,52840,71887,59489,48462,27387,66514,16046,18700,37741,13947,7031,6426,28839,20243,14226,73626,16897,24147,14605,44848,46393,59193,77500,85275,54964,60835,138037,48931,64104,75384,44718,119581,42671,34402,29707,33057,23644,57523,37063,15714,22358,83493,51162,49966,51287,26830,22892,9575,10194,12150,21525,19476,25658,36489,61923,51288,27008,26431,25637,25589,25390,20460,18256
2018/1/11,10637,32886,84835,97241,54429,32577,24492,8320,6410,31564,4759,9398,13375,22632,22220,38876,33796,11693,16977,6361,16792,17010,10778,56447,4810,22858,22973,33895,45426,35086,19750,56424,38421,68143,59382,22464,76252,55998,52819,44401,51678,273631,77043,46368,50849,53019,68185,59544,48374,27244,66279,16040,18884,37482,14201,7254,6296,28305,19913,14386,72120,16709,24455,14644,45067,46236,58939,77446,85246,54512,61011,138471,48166,66187,76729,46075,123448,42000,34291,29739,33214,23564,58771,37332,15836,22023,82361,52442,50290,51743,26464,22946,9754,10288,12360,21197,19397,26125,36856,61528,52046,27076,26405,25185,25533,25012,20439,18634
2018/1/12,12026,34469,88841,107436,56990,33749,25976,8734,6755,33961,4823,9574,14762,22662,25709,39527,35761,12725,18161,6725,18115,18168,11098,60302,4986,24798,24314,36050,49665,37740,20966,65642,42973,71253,64880,23167,80602,58527,55393,46581,52241,335467,86650,49675,52836,56258,75885,63725,51763,28044,69787,16815,19274,40666,15842,7520,6286,29309,20635,14730,76430,17447,26716,15662,47237,47396,63849,86937,90066,56977,64668,160191,49253,73869,87563,49332,138849,44874,37009,31742,38130,24828,68854,39745,17037,24010,85853,53909,52224,54571,27039,24319,10040,10626,13100,21745,21187,28933,39160,65142,56750,28341,27938,27072,26963,26505,21873,19667
2018/1/13,8928,21608,50431,107588,33858,21400,17865,7450,5167,21402,3587,6364,18333,15123,27581,12900,15519,8386,15875,6483,11817,13611,4977,46346,4011,21357,19088,27971,35511,31069,18247,62069,38282,56764,48830,10765,66778,46725,42394,38463,24925,334053,85795,40743,36711,52892,75530,60595,43446,19316,53350,12383,13211,32521,18624,6050,3915,19309,17263,11108,75604,13058,22576,12576,36911,32777,59300,82232,69101,46036,64090,166012,33471,68300,79959,42372,115794,34243,30112,19083,28818,18126,61765,28221,18697,20467,42977,39049,33651,42622,17372,18610,9839,5841,14603,15804,19613,23160,28339,47674,47563,21656,22159,23822,20359,22257,16340,15648
2018/1/14,8663,17558,37027,83219,27169,17069,14247,6769,4466,16404,3614,6250,23401,12522,21259,10300,11551,7208,13123,7753,10042,11420,4209,28558,4068,23827,16523,23834,29169,27485,15676,53236,31167,42758,44626,9335,56662,40048,35290,32729,20863,312379,70041,30143,35298,53502,66565,52202,41465,15208,44025,10829,11382,29974,17319,5143,3245,17142,15374,11113,84448,12630,19690,11173,31354,25663,47974,71788,56764,38299,57637,140845,25670,55140,59167,34982,94491,26554,25243,16087,25198,19191,53665,22580,20772,17505,32199,22646,27343,35112,13547,15149,7463,4561,10110,13634,15964,19370,23081,38051,42346,17728,18122,18746,16933,18722,13715,13468
2018/1/15,11181,30465,79740,86990,52029,28943,23260,8051,6341,30752,4619,9063,11790,21014,21734,34557,33088,10976,16152,6739,15344,16406,12587,60775,4410,23942,21922,32832,44941,33829,18334,52142,35825,62627,54208,22757,73163,53532,50697,42604,51618,276629,70795,45674,49017,51149,65868,57677,46658,26596,63645,15471,18104,36661,12159,6958,6159,26084,19462,13266,72567,16036,23965,14299,44152,43529,55966,74808,78681,52296,60769,131771,44878,59935,72777,42756,116715,39507,33343,28662,34192,23617,56197,34913,15852,22450,78583,48574,47765,49074,25608,21940,9344,9878,11619,20013,18590,25325,35356,60185,47605,25938,25471,24131,24496,23973,20048,17870
2018/1/16,10924,31057,82990,89700,53491,30482,23913,8259,6461,31011,4705,9437,15469,21596,21739,35342,33849,11283,16511,6772,15101,16686,10589,55205,4629,23659,22443,32817,45142,34741,19246,53372,36851,64225,58869,22374,74956,55327,51647,43204,52577,268523,75057,46904,49442,53769,70257,60449,48225,27073,63708,15878,18708,36697,13339,7301,6167,26601,19897,13651,73904,16480,24023,14373,44038,43701,57078,74788,80287,52650,61323,132923,46544,60538,74004,44094,116388,41521,33588,29414,32856,24061,54541,35917,16177,22539,79517,49494,48772,50229,26060,22296,9619,10288,12033,20969,18938,24576,35867,59943,50458,26000,25514,24420,24546,24370,20436,18218
2018/1/17,10969,31727,82877,92182,53897,30243,23929,8255,6488,31293,4833,9436,13799,21629,23806,35505,33884,11371,16781,6977,15696,16750,10356,57043,4482,24316,22520,32971,45990,33937,19471,53133,37603,64403,59862,21908,74651,55934,51886,43377,50571,271639,75761,47243,49920,53770,68719,59299,47731,27068,64662,16071,18501,36724,12738,7161,6267,26481,19457,13877,72971,16557,24905,14436,44287,44067,57810,76341,79870,53166,64002,135142,47370,60738,76060,44917,119132,42743,33846,29561,32817,23641,56584,36120,16160,22014,80421,49926,49152,49894,25868,22550,9693,10054,12052,20766,18936,24754,36512,61871,50590,26355,25787,24414,24938,24392,19999,18139
2018/1/18,10750,31769,85290,93900,54874,30904,24523,8361,6570,32166,4903,9243,12949,21739,23456,35404,34297,11333,17018,6597,15761,17124,10726,58623,4755,23814,22743,32895,46239,35352,19899,54097,38281,64692,61202,21756,75604,56090,51773,43652,51293,280808,77461,46184,49675,53852,69992,60738,48017,27030,64972,15887,18609,37571,13489,7394,6108,26456,19732,14050,74532,16212,24474,14442,45125,43556,57652,77591,80233,53692,60254,138248,46273,62091,78350,46674,123929,42721,34130,29568,34275,23220,60525,37312,16533,22515,82740,53315,50539,50298,26792,22265,9736,10250,12672,20307,19635,25063,36638,60888,51010,26901,25908,24859,24965,24626,20215,18265
2018/1/19,12372,34831,94453,113998,59583,33963,26724,9321,6825,32486,4793,9908,11122,23795,28844,37346,36641,12696,19108,6441,17443,19198,12056,63603,5430,25269,25082,37076,50187,39251,21932,63046,43102,70689,64501,23096,83269,60702,56945,46541,52086,347196,92159,52060,54424,57258,74620,66346,53434,28132,67841,17033,19614,40278,15087,8104,6208,26483,20610,14591,78338,17866,27027,15809,48340,47106,64691,94476,89461,58388,64350,183118,51030,69644,92051,55755,146642,47524,38135,32748,41373,24632,71420,40668,16907,25271,92282,56731,55310,54341,29806,24536,11113,11249,13667,22541,23359,29262,41005,66747,57395,29360,27651,28692,28142,27221,21769,20173
2018/1/20,8507,22097,52174,110186,34151,22202,17862,7405,5483,19902,3878,6341,13966,15513,26346,12295,14115,8151,15445,6334,12088,14250,5441,44531,4251,21708,19683,28620,39132,31703,17790,60617,38506,56312,51110,10734,67523,47223,42592,38612,26063,333317,89360,41842,37576,53775,74645,59733,42918,19829,50704,12542,13399,32059,16302,6215,3797,18104,17190,11564,79694,12987,22131,13042,36822,33696,62409,82910,68994,46314,63483,173718,31179,64799,79564,45112,117768,34696,30334,19424,30378,18382,67778,28414,18952,21966,46769,29851,36194,43081,18606,18813,8563,5400,11913,16684,20349,23730,29402,47118,48509,22050,22137,23445,21255,22420,15883,15845
2018/1/21,8848,17601,38555,84671,26163,16701,14645,6788,4483,15201,3367,6069,20205,12775,21253,10430,11794,7445,13401,6688,10102,13371,4263,32437,4200,21374,16879,24214,29083,27461,15523,51509,30797,42859,46780,8581,57085,40309,36729,33235,20286,319546,71383,30243,36277,52590,66587,54098,41151,15914,42845,10858,13376,29516,15177,5817,3437,15969,14643,10262,79739,13215,21962,11652,31459,27927,49136,73423,58374,38433,57128,147175,25013,53491,59493,35478,96851,27951,25628,16550,25962,18074,58194,22360,19527,18651,34293,22591,28874,35287,14418,16081,7113,4426,10767,13611,16320,20936,23303,38434,42048,18500,18641,18427,17797,18781,14985,14004
2018/1/22,10728,30846,82677,89328,53166,27849,23313,8003,6344,27629,4457,8995,13936,17389,21601,34336,33009,11293,16513,6398,14925,16536,10286,54607,4498,22917,22064,32300,45045,30664,18822,51317,35435,62486,56566,19387,72683,53492,50305,41566,51230,286990,74511,46921,47810,49832,62178,55259,46182,26710,63064,15234,18294,35724,12548,6900,5756,22317,18843,13437,67136,15893,24077,14688,43585,43041,55466,75772,77347,52283,59445,135996,41102,60427,73780,44911,119495,40201,33010,28818,32762,23739,63862,35066,15497,22502,79214,46754,48398,48997,17205,21498,9345,9827,11739,19613,18633,25375,34423,59733,47966,25952,25120,24216,23978,23970,17948,17892
2018/1/23,10531,31664,83662,93914,54991,28855,23756,8244,6309,27581,4595,9025,16854,17877,21688,34892,33885,11559,16877,7015,15353,17079,10584,58236,4706,23724,22160,32988,45521,31448,19510,53423,37974,64145,61391,19262,74275,54216,51792,43116,53327,283391,76851,50100,48756,52024,66100,57961,47763,26795,64270,15741,18578,37382,15125,7543,6052,22984,19420,14179,70732,16151,24626,14491,44050,43918,58358,77688,80279,53233,60644,134531,42965,60723,76246,46963,121128,41815,33921,29904,33410,25151,57223,36654,17474,23329,80939,51842,49489,50616,17009,22606,9320,9955,11888,19934,18793,25734,34819,60660,50564,26289,25699,24026,24453,24008,18328,18037
2018/1/24,10636,32308,86091,95201,55020,29202,24326,8509,6597,28477,4845,9083,12672,18236,24406,35315,35247,12154,17978,6778,16093,18285,11250,60547,4831,23591,23151,34031,45192,32832,19643,56113,38858,65783,59631,19324,77339,56938,53105,43857,52788,289419,79062,50881,48416,53338,65071,58045,48702,27748,65109,15791,18715,36935,13515,7400,6170,23706,19664,13979,68535,16571,25830,15115,46088,44434,61074,82995,82353,55489,61801,145237,44360,63377,78669,48275,125748,43372,34321,30558,34998,23555,58371,36353,16895,22753,82778,56844,50466,51508,17092,22474,9609,10181,12086,20827,20017,25719,36186,61357,51873,27233,26457,25250,25695,25218,18685,18293
2018/1/25,11183,32340,86596,101362,52156,30385,24269,8533,6582,26863,5068,7671,16114,17670,25358,35708,32695,11210,17328,6887,15759,16090,10900,58852,5224,23441,23274,33924,44812,31871,20042,57679,39286,68082,61079,18143,75959,55846,53093,44164,52661,310493,82444,52836,49772,53584,68915,58581,49242,25711,64961,16232,18986,35992,13651,7465,5954,22364,19381,14075,72927,16331,25401,14656,44344,43455,61808,81999,82195,54626,60969,144814,42970,66991,81093,50617,131733,40270,34674,29950,33769,24786,65741,37373,17430,23754,84696,51417,49353,51980,17184,22851,9879,10090,11884,19470,19883,24834,35317,61428,51260,26118,27269,25188,25140,24397,18321,17893
2018/1/26,12008,33652,91319,114422,58398,30791,25658,9030,6788,28262,4806,7896,14850,18700,27460,38293,35164,12600,17887,6442,16083,16370,11761,69960,5560,23709,24528,35795,46892,32645,21415,59759,41666,72404,63869,18981,80422,57910,55776,46001,52983,366373,90294,51105,53599,56906,72514,61245,52325,27269,65846,16879,19681,38237,15105,7751,6195,23210,19890,14861,74120,17768,27507,15689,47066,45948,65219,92381,86262,58556,63858,163316,47002,71837,91776,54232,151940,43704,37087,32254,38923,24806,118022,40870,17253,25978,89221,53897,53204,54976,17936,24832,10678,10692,13197,21074,21201,26855,37736,65912,55373,28120,27946,27786,26137,26122,19970,19829
2018/1/27,9084,22985,52605,114941,42417,21480,18422,7936,5485,20186,3952,6625,21028,15571,28314,13263,15232,11147,16432,7511,13005,15213,11462,79140,5497,23004,19700,28940,33674,30474,18476,57938,38520,58177,54903,10897,70852,49359,45454,40692,26863,373694,88121,41361,43347,59601,82338,64314,43961,21081,53443,13318,14062,33133,16896,6924,4675,17654,18054,12563,92701,13963,24177,13842,40900,34623,62610,85103,72076,48484,64135,174352,34111,69862,82191,47428,137108,34779,32428,20721,37032,21844,124359,29526,21850,22662,48653,38350,36186,45098,15552,21428,9289,5882,12261,16979,19977,24754,29355,47095,48542,23554,25217,24608,21854,23709,17519,17683
2018/1/28,8639,19284,41341,90753,29862,17741,15216,7240,4395,15368,3182,5010,10962,13566,26315,10840,12096,7081,13195,5198,9997,11825,4586,31531,4421,18484,16649,24540,29720,27225,15765,48153,31325,44346,41718,7989,57764,40583,37503,33032,21869,352610,73863,29633,35127,49903,56007,48564,38034,15702,40222,10683,11402,27618,15135,5614,3094,13237,13627,11421,60786,12044,20323,10693,31526,25881,47836,79475,60285,39773,52523,142726,27321,54901,62004,37071,107474,29802,25827,16561,28779,14121,104477,22202,15807,18083,35793,31793,29714,31293,13101,15530,8323,4495,10341,14686,16647,20183,25734,39211,41702,19329,18242,20733,17792,19515,13823,13776
2018/1/29,11130,32290,87091,96733,49167,30163,23901,8637,6184,27023,4363,7324,8626,17388,23220,35245,32097,10040,17094,6032,15481,15689,11305,53201,4635,21955,23080,33740,43921,31011,19937,53357,37227,68736,55617,18328,75701,54917,53203,43307,52360,321629,79015,47696,47655,47215,55258,52968,45802,24213,61193,15519,18616,33783,12609,7205,5675,21494,18176,12869,59999,15891,24158,14541,42501,43968,58852,82760,81555,53775,58001,146079,42867,65221,79182,49355,127327,40106,34209,29671,32529,21073,93439,37398,15144,23995,84086,51876,50119,49034,16407,21320,9424,10246,12098,20103,20197,25084,36459,61079,49115,26530,24867,25086,25281,24719,17602,18054
2018/1/30,11392,33305,88191,99320,50681,31458,25140,8975,6571,27680,4449,7130,10616,17491,23509,36466,33190,11089,17344,6102,15856,17129,11786,57098,4766,22172,23141,33815,44685,31913,20503,54467,39474,69151,59367,18727,77439,56543,54042,43907,53782,299448,81151,49396,47884,50104,59010,55561,47350,24935,62684,15723,18768,34970,13687,7469,5646,21668,18976,13387,61208,16180,23830,14204,43075,44877,59666,82105,82328,55360,59338,143786,45561,65842,82614,50550,126598,41641,35401,30497,33386,21772,58565,38209,16034,23590,85985,53410,51964,50577,16401,21377,9961,10633,12044,20767,20668,25493,36643,62694,51293,26478,24849,25691,25104,25081,17545,17810
2018/1/31,11059,33960,89346,106634,50831,31363,25250,9139,6546,27598,4524,7423,10938,18706,24660,37046,33444,10772,17636,6276,16219,17090,11904,57876,4922,22783,23573,34629,44799,32627,20610,55661,39107,69354,61421,18477,77669,56933,54258,44411,52986,300784,80932,49225,48008,50710,57320,55124,49488,25052,64438,16107,18924,34917,13235,7812,6069,23832,19341,13641,62031,16994,24614,15376,43171,45084,60428,82775,83462,54908,61598,143331,45446,65874,82395,51232,128563,42451,36115,30679,33555,22018,59595,37974,15991,24123,85866,54338,52377,51308,16717,22021,9886,10807,12041,20086,20780,25784,36669,64721,51536,26576,24980,25691,25270,25102,17800,18160
2018/2/1,11139,33328,88077,103028,49923,30763,24981,8834,6535,27340,4634,7349,10949,16900,23963,35861,32813,10067,17466,6011,15659,16232,11844,85860,5394,22783,22716,35238,47189,32038,20645,55894,38867,69339,60414,18360,77311,55695,54081,44427,52565,301887,81347,48487,47553,49738,61342,54552,48188,24906,64235,16567,19455,35216,13572,7331,5883,22434,18781,13576,61396,16390,24298,14406,43092,44217,60026,81737,82997,54938,59919,146249,44500,67804,83547,50793,129261,42020,35884,30127,35229,22313,62251,37932,14943,25151,84686,47671,51644,51006,16113,23233,9855,10551,12530,20343,20692,25630,36534,61955,51635,26534,25047,25032,25308,24741,18096,18294
2018/2/2,11930,34595,93152,115076,53734,32201,26158,9177,6492,28161,4870,7595,12863,18010,29365,37020,33942,11124,18313,6314,16444,16954,12088,85134,4916,23195,24361,35619,47308,30398,21556,59112,42472,72534,63648,18230,80101,58627,56468,45547,53336,349430,90756,51441,49936,52089,64834,58315,51256,25350,65029,15703,18299,37932,15000,7803,5799,20278,19532,13951,63990,17703,26716,15464,44587,46190,63406,91497,87113,57811,61931,162636,45950,69960,91518,56170,144177,44947,37717,31928,39299,23553,64873,40652,16368,27595,88618,57954,54423,54755,16722,22616,10572,10827,13112,21421,21826,27930,38873,65294,54631,27628,25601,26915,26331,25689,18661,19055
2018/2/3,7934,22397,52504,111996,34513,23421,17802,7923,5260,19485,3302,5444,9071,13261,25629,12454,14976,8034,15166,4562,11116,13570,5012,76466,4110,17492,18154,26592,32060,31283,17746,56908,35985,53963,47845,9139,65285,44809,42217,35741,24706,329892,84974,38939,35219,41365,58049,51351,38368,17723,46232,12055,11883,29000,16373,5734,3388,13554,15575,9443,51900,11934,19392,12158,34312,31465,54954,80483,67725,43579,54686,158640,30044,60467,78296,44693,112981,33395,28622,18772,31307,12897,57640,27939,15525,21875,44348,38967,35065,35237,13482,18270,8576,5252,10871,16496,19818,24192,28573,45069,46084,20969,19627,23029,20486,21655,14199,15084
2018/2/4,7780,18305,38080,89074,25120,17227,14332,6751,4166,15274,2747,4277,7368,10704,20514,9732,12106,6949,11747,3945,8861,11266,4290,57602,3928,15702,15616,22493,27221,25626,15591,53703,30809,43433,42925,7935,56448,37918,35464,31256,25238,309855,73624,29670,32368,37359,49670,45154,34042,14220,38528,10020,10214,25705,14470,5357,2851,12220,12271,10001,46815,10569,16465,10159,28602,24175,45925,72559,57462,36156,48502,140940,26958,49667,61681,35085,102939,28068,24776,15685,27475,11170,48596,21091,14089,19784,33841,33200,29639,29808,11357,13472,7201,4626,8902,14252,16236,21273,24424,37765,39665,17320,16751,19195,17763,19054,11778,12679
2018/2/5,10693,35265,88671,99577,48640,30187,24536,8899,6294,26479,4342,6871,8128,16777,22685,35950,32051,9565,17018,5693,15318,15428,11139,66975,4606,21851,22742,33844,43246,31430,19602,59096,38688,67947,55309,17681,76700,54742,53843,43159,52494,312238,80708,49278,47781,46134,58876,52889,45623,23465,61132,14628,18392,33204,13901,7059,5002,19073,17695,12802,54748,16443,23781,14387,42060,44019,58430,82407,81923,53131,57962,149984,40414,65324,82625,49841,127829,40010,34386,29697,33254,21270,65621,37761,14150,25411,84807,46155,51430,49398,16055,21350,10396,10775,12336,20370,21360,25740,38281,62038,50184,26278,23735,25035,25362,25057,17187,18200
2018/2/6,10835,33285,88660,104049,48712,31098,24899,8543,6612,26342,4677,6836,12555,17477,23452,35985,32759,9853,17245,6086,15425,16605,10835,59417,4566,21818,23286,33789,44307,32923,20232,64379,40804,67796,63646,18536,77336,56983,54338,44453,53759,314166,84145,52164,49321,50691,68596,57205,49920,24282,62629,15777,19241,35495,15295,7329,5911,21539,18811,13487,63075,16693,24684,15156,43472,45193,61842,82568,84035,55080,60992,155999,42732,66138,85572,51188,130098,41104,35151,30349,33076,23423,75827,38625,15043,28262,84156,54622,51841,53237,16406,21802,10040,10669,12489,19701,21579,26553,36200,62615,53282,26720,24954,25570,25332,24888,18048,18504
2018/2/7,11303,34051,90098,108754,50498,34279,25016,9199,6947,27200,4625,7147,10058,17000,25006,37026,33315,9909,17734,6235,15952,16305,12083,55662,4843,22003,23795,34911,45372,31155,20931,62063,40875,69989,62296,18385,78768,56732,55046,44562,53550,322948,86150,51189,48302,48354,58156,55001,49505,24424,63715,16230,18769,33945,13609,7429,5894,21574,18507,13602,58335,17110,24860,15148,43376,44851,61714,84602,84681,55342,59142,153571,45685,68753,85487,53262,133862,41569,35094,30582,33199,21723,79150,39158,14808,25978,88597,48804,53804,50691,16459,21373,10128,10762,11898,20197,21714,26365,37544,65411,53594,26724,24402,25926,25600,24805,17703,18054
2018/2/8,11393,34522,92632,112592,54472,33871,25631,8991,6972,27348,4635,7295,11672,17559,25785,37407,33389,10096,18261,6066,16188,17081,11509,57544,5113,22420,23860,35153,46781,33249,21508,57392,42178,71940,65741,18298,80553,59751,55894,44996,54747,327890,89662,52059,49721,50768,63865,58539,50373,25350,64990,16512,19364,36632,14962,7558,5889,22501,19235,13994,64323,17227,25547,15291,44972,45287,64220,86327,85745,56827,63041,161925,43907,70576,89446,55685,139212,42394,35319,30965,34435,23458,84631,40638,16228,28067,90018,50029,53858,53090,16647,22705,10364,11006,12685,20911,21691,28296,38049,65337,55465,27191,25404,25959,25073,25273,18153,18460
2018/2/9,13297,37010,96753,126505,54054,36625,27206,9828,6867,30329,4844,7609,13854,18344,29335,38607,34807,10910,19323,6563,17136,18188,12164,64098,5123,23513,24814,37003,47909,34659,22237,62565,45666,72874,70139,18703,83411,60259,58553,46919,56186,371197,98835,54985,52121,54001,66747,60881,52931,25683,65756,16937,20202,38203,14755,7549,5818,22807,20012,14582,67491,18672,27625,15972,46354,47086,67566,96473,90181,58567,64751,175305,47445,75539,100660,59312,151653,45706,38493,32710,39320,23900,93549,43311,16853,31354,92966,52207,58686,56263,16774,23578,11121,11478,13221,22060,23627,29903,40345,67781,57791,28544,26030,28607,26285,26640,18819,19777
2018/2/10,8414,22518,54162,124902,36028,22175,19033,8512,5604,20724,3471,5420,11657,14244,24206,12404,15090,8274,15888,5104,11469,14166,4274,41365,4387,19381,19353,27814,33863,29681,18314,76898,41062,55585,55347,9548,68929,47051,43535,38026,24506,357016,95352,42428,37403,46542,65219,56283,40857,19423,49936,12435,12368,30079,15334,5937,3678,15559,15755,10860,58841,13430,21023,12963,36555,33290,60409,83991,70610,45859,61027,178581,30673,66590,89371,44982,124720,35725,31112,19886,29369,15331,94195,30691,19336,29686,47221,53061,38295,41576,14179,18601,8820,5785,11133,17041,20840,28303,30696,47701,49655,21941,21254,23190,20985,22300,14731,15914
2018/2/11,8099,19295,41038,106496,29287,17228,15184,7283,4587,16777,3046,4605,11602,11577,19447,10225,11792,7115,13030,4943,9549,12619,4322,62141,3906,17409,16544,23631,27239,26213,16236,65087,35100,44153,54362,7995,59845,40707,37205,33488,20313,325050,83267,34597,34723,41693,63450,50479,39835,15130,39849,10715,10466,27585,14552,4851,2898,13262,13665,9550,57363,12794,19610,12135,32541,26485,52996,75171,60179,39735,56825,160537,25208,57710,72651,39239,108816,29425,27405,16808,29634,14212,78488,24107,19718,28713,35606,48372,30462,38035,12144,16949,7401,4713,9576,13880,17948,27241,25180,39332,46398,18606,18495,19660,17969,19311,13213,14225
2018/2/12,11415,33624,88533,115345,47651,28023,24590,8940,6336,25927,4730,7084,13637,16448,25690,35747,32637,9724,17605,6644,15402,16428,10909,55062,4541,21822,23166,34018,42876,31218,20145,54961,39144,65446,65114,17691,76575,55221,53845,44116,53744,324743,88848,51515,48949,49312,65817,58021,50037,24834,63086,16028,19069,35723,12424,6847,5827,21474,19190,13686,68611,18493,26202,15194,43320,43987,62523,84968,83272,55250,62855,161418,41408,69944,91810,55126,134325,41504,35147,30217,33335,23972,63987,39012,19131,30484,86549,45089,53348,52455,14815,21155,10121,10309,11979,19182,21496,28031,35939,63347,51374,25921,24568,24690,24268,24353,17545,17921
2018/2/13,11585,32822,83867,117147,45723,26801,23837,8973,6296,24863,4641,6680,16377,15893,26156,34884,31942,9710,17280,6335,15146,16364,10215,55590,4411,21829,22976,33830,42527,31000,20148,52506,39022,62886,68143,16960,75802,55604,52508,44015,50225,321016,88088,49567,45866,48780,65019,60910,50142,23947,60625,16104,18335,35410,12914,7076,5794,21730,18811,13719,64845,18484,25956,14748,42938,42817,61495,87223,82194,55018,61239,158709,40215,66775,89639,52653,136102,42544,35177,29915,34757,23002,60118,38747,18940,29893,82251,43220,50574,50720,14146,20727,9800,10159,11652,18762,20799,27077,34410,61156,51598,25492,24143,24486,23790,24038,17398,17477
2018/2/14,11258,27750,70457,115270,37757,22227,20285,8229,5362,22664,4162,5823,15030,13676,23512,29181,27043,8536,15441,5854,13369,15222,8512,50074,3953,20726,20367,29977,37563,28268,18735,44401,33293,52436,61052,13807,67460,49299,47311,40508,40400,314535,82600,44162,40005,43913,60039,56360,45828,21289,52975,14830,16272,33328,11252,6335,4918,19722,17169,12332,63260,15133,22606,14215,39676,37137,55760,84513,73972,49319,57081,150034,32108,58805,82627,46041,127556,37670,32126,26406,39319,20145,56221,33660,18538,26754,68290,37804,42261,46038,12378,18901,8543,8548,10507,16735,19328,25004,30254,52987,47379,22803,22421,22115,21875,22123,15820,15812
2018/2/15,6293,8887,18720,42400,12581,8067,8050,5339,2507,8505,1905,2844,4579,4990,11314,4810,5388,3728,7718,2900,5084,6397,1934,16534,2074,11481,10075,13574,15865,14044,9858,16225,12432,19621,26034,3579,33061,22095,21051,20650,8281,164974,28242,15241,14463,19666,28980,25976,20768,9487,22235,6761,6095,16356,7248,3293,1930,8355,9054,6955,40198,7875,10618,7180,18420,14096,21699,38667,29794,20863,35090,66578,12597,17834,24314,11945,45132,17161,15674,8526,18125,9158,26464,12471,10029,10192,15273,9812,15645,16896,5260,7927,3498,2701,5675,7481,9467,10462,13364,17572,21514,9028,9728,10728,9567,11235,7851,7497
2018/2/16,7105,11714,22647,69021,14517,9433,9877,5992,3424,11712,3532,5451,37516,5777,17593,4941,6037,4835,9463,6165,6080,10966,2686,40250,3080,23916,14128,19593,19467,18931,11581,27154,15540,22782,30693,4776,43968,30742,29151,32693,10516,245356,48598,25163,23717,48532,70850,66829,27235,11516,29754,10261,16249,23334,15448,5790,5784,40994,13058,10181,123071,11595,18946,10429,28002,19782,42835,61401,42497,28422,122814,140408,11867,30949,35929,20334,86531,17204,23107,11310,23664,17629,50316,15429,14355,15200,19581,13916,18422,44081,7092,13165,5847,3613,8884,10998,14515,13881,14922,74909,24279,13851,17595,13506,14893,16662,11581,11059
2018/2/17,7764,12696,26762,72196,16343,10184,10637,5843,3496,11607,3117,5446,34479,6523,17532,5691,6763,4826,10511,5668,6846,11695,3383,41945,3504,23029,15275,20274,20768,20113,13201,29004,18706,24915,44144,5137,46989,32671,30847,34168,17840,281602,52112,23917,24302,45617,72830,66405,31241,12568,32495,10378,13883,26145,19548,5515,3710,27875,13890,10572,120632,12636,19336,10939,27580,20826,41840,66716,44593,29546,84248,142584,12870,34103,40473,24595,86757,19516,23160,12433,25499,16731,54387,17718,13781,15640,21983,16176,19945,38682,8107,13361,5720,3921,9270,11428,15468,15817,16943,40998,31027,14827,17381,16465,15113,18177,12838,11257
2018/2/18,8475,14702,30688,87036,19882,11934,12104,6455,4492,14465,4857,7538,53627,8260,21473,6860,8655,6376,12412,9641,8403,18224,4260,48033,4471,31306,17037,23119,23552,22512,13652,38698,22635,27996,47187,5948,53214,36896,35127,37417,13965,347027,64200,27988,31733,59589,90612,93412,36596,13925,38570,11405,15596,30092,22453,6090,4694,34028,15650,12892,169377,14560,23693,11809,30845,23651,48325,78013,49939,33405,91504,171106,15025,45756,52122,31766,104846,20980,25612,14371,30405,23376,63040,19342,17330,19294,26091,17831,22069,44908,9166,15304,6661,4128,11104,12677,16443,17139,19070,43407,35859,17630,19278,17914,16900,18454,14202,13207
